258.81641,64.03942,0.07866421,1.66E-5,23599.263,0.0986774,0.05072789,0.06826457,0.1266405,0.03773223,17.67473,16.26648,16.7139,19.85653,16.00787,0.01854874,0.01291925,0.01265684,0.1692234,0.01906063,17.5760526,16.21575211,16.64563543,19.7298895,15.970137770000001
258.12711,64.016596,0.08224989,1.86E-5,24674.967,0.08309876,0.04271925,0.05748734,0.1066472,0.03177528,17.69523,16.36305,16.79026,19.75607,16.05085,0.0105221,0.007122013,0.007455935,0.1245281,0.0159447,17.61213124,16.32033075,16.73277266,19.6494228,16.01907472
256.69368,62.202426,0.08148286,2.62E-5,24444.858,0.09022444,0.04638241,0.06241686,0.1157921,0.03449999,17.8168,16.71187,17.10212,19.11138,16.52442,0.01232532,0.01198226,0.01015839,0.08476069,0.03747095,17.72657556,16.66548759,17.03970314,18.9955879,16.48992001
257.99905,63.964991,0.07821907,2.7E-5,23465.721,0.08185775,0.04208127,0.05662881,0.1050545,0.03130074,18.37626,17.1203,17.52496,20.03046,16.80311,0.0124892,0.009913296,0.0094244,0.1308606,0.02570751,18.294402249999997,17.07821873,17.46833119,19.9254055,16.77180926
259.93373,64.752155,0.07937041,8.74E-6,23811.123,0.1058223,0.05440095,0.0732074,0.1358101,0.04046431,18.06841,17.34191,17.64786,19.25015,17.35052,0.01566582,0.02125371,0.01655124,0.1090016,0.07535335,17.9625877,17.287509049999997,17.5746526,19.1143399,17.31005569
258.55819,64.346767,0.08418576,6.76E-6,25255.728,0.1013737,0.05211398,0.07012983,0.1301008,0.03876323,18.68457,17.95341,18.28864,19.82033,17.941,0.03271835,0.08142588,0.07510798,0.1284857,0.1357927,18.5831963,17.90129602,18.218510170000002,19.690229199999997,17.90223677
258.32128,64.193657,0.08411482,1.87E-5,25234.446000000004,0.09833764,0.05055322,0.06802952,0.1262044,0.03760231,17.62192,16.25867,16.68598,19.25999,15.91006,0.01166045,0.008931027,0.008808449,0.104509,0.0211272,17.52358236,16.208116779999997,16.61795048,19.1337856,15.87245769
259.0617,63.944681,0.08089044,1.44E-5,24267.131999999998,0.1098011,0.05644635,0.0759599,0.1409164,0.04198571,16.31605,14.95887,15.39722,18.1109,14.66126,0.0470901,0.01948507,0.03554844,0.0624222,0.01322534,16.206248900000002,14.90242365,15.3212601,17.969983600000003,14.61927429
257.68967,63.763632,0.08038829,1.93E-5,24116.487,0.08433183,0.04335314,0.05834037,0.1082297,0.03224678,17.14716,15.78549,16.23743,19.04752,15.5949,0.009848556,0.007296869,0.007199343,0.1348448,0.02395076,17.06282817,15.742136859999999,16.17908963,18.9392903,15.562653220000001
256.634,64.720685,0.05290445,2.4E-5,15871.335,0.09109525,0.04683007,0.06301928,0.1169097,0.03483297,17.55193,16.27533,16.69901,19.86153,16.02593,0.04595514,0.02706214,0.04292141,0.2307389,0.0467327,17.46083475,16.22849993,16.635990720000002,19.744620299999998,15.991097029999999
258.36616,64.122564,0.07763089,2.49E-5,23289.267,0.09935249,0.05107494,0.06873159,0.1275069,0.03799037,18.56356,17.26885,17.68341,20.82114,17.01056,0.01285806,0.009687786,0.009451723,0.2443117,0.0271041,18.464207509999998,17.21777506,17.61467841,20.6936331,16.972569630000002
258.77099,64.045062,0.08058827,2.38E-5,24176.481,0.09857801,0.0506768,0.06819581,0.1265129,0.03769423,18.27402,16.7267,17.19137,20.3156,16.42868,0.01480174,0.01122258,0.011153,0.2063449,0.02127533,18.17544199,16.6760232,17.12317419,20.1890871,16.39098577
258.48409,64.856727,0.08168819,5.38E-6,24506.457,0.08809599,0.04528822,0.06094439,0.1130605,0.03368611,18.11165,17.16961,17.52623,19.29351,17.00823,0.01026457,0.01018319,0.009155573,0.06833542,0.02852255,18.02355401,17.12432178,17.465285610000002,19.1804495,16.97454389
258.46324,64.003524,0.0876729,9.74E-6,26301.87,0.09808359,0.05042262,0.06785377,0.1258784,0.03750517,16.82604,15.94367,16.31696,17.90375,15.83765,0.009401445,0.009230291,0.008429298,0.05396149,0.02958853,16.727956409999997,15.893247379999998,16.249106230000002,17.777871599999997,15.80014483
258.40361,63.98859,0.07087519,1.31E-5,21262.557,0.09632146,0.04951675,0.06663474,0.1236169,0.03683137,17.57892,16.53457,16.90895,19.08883,16.32239,0.01483743,0.02646248,0.01972918,0.0899408,0.03344696,17.48259854,16.48505325,16.84231526,18.965213100000003,16.285558629999997
258.88131,64.176151,0.0820955,3.22E-5,24628.65,0.09897316,0.05087993,0.06846917,0.12702,0.03784532,18.38368,17.11453,17.51119,21.63477,16.78377,0.02170528,0.01803962,0.01455766,1.223484,0.06109862,18.28470684,17.063650069999998,17.44272083,21.507749999999998,16.74592468
257.89717,63.838497,0.07476436,1.91E-5,22429.308,0.0848936,0.04364194,0.058729,0.1089506,0.03246159,17.81411,16.55056,16.95058,19.41411,16.25611,0.01015774,0.008036779,0.008008776,0.08467825,0.01999924,17.7292164,16.50691806,16.891851,19.3051594,16.22364841
259.1857,62.331943,0.08094927,7.63E-6,24284.781000000003,0.07498392,0.03854759,0.05187353,0.09623278,0.02867233,17.9718,17.20073,17.48681,19.4684,17.0658,0.01625948,0.0176903,0.01635155,0.1469505,0.05917349,17.89681608,17.16218241,17.434936469999997,19.372167219999998,17.03712767
258.21347,64.073183,0.07390364,1.41E-5,22171.092,0.09030673,0.04642471,0.06247378,0.1158977,0.03453146,17.26143,15.8788,16.40297,19.12605,15.79208,0.01953642,0.01562779,0.01434038,0.1042784,0.01716089,17.171123270000002,15.83237529,16.34049622,19.010152299999998,15.75754854
259.32225,64.270003,0.03407376,1.18E-5,10222.128,0.1106417,0.05687848,0.07654142,0.1419952,0.04230714,16.8031,15.49307,15.90666,18.75149,15.19302,0.7239836,0.5758249,0.747405,0.8648982,0.5265675,16.692458300000002,15.43619152,15.83011858,18.6094948,15.15071286
256.97988,62.367337,0.08054582,1.67E-5,24163.746000000003,0.07948171,0.04085981,0.05498508,0.1020051,0.03039219,17.06741,15.96224,16.3226,18.43023,15.70575,0.008592241,0.008562697,0.007050228,0.0644484,0.02470584,16.98792829,15.921380189999999,16.26761492,18.328224900000002,15.67535781
257.94617,63.884773,0.09079131,1.69E-5,27237.393,0.08450826,0.04344385,0.05846242,0.1084561,0.03231424,17.69382,16.37581,16.78601,19.44046,16.06564,0.02186817,0.02076755,0.02007741,0.08951779,0.02602881,17.60931174,16.332366150000002,16.72754758,19.3320039,16.033325759999997
258.10217,64.266713,0.05511802,1.61E-5,16535.406,0.09305589,0.04783799,0.06437563,0.119426,0.03558268,16.44762,15.31224,15.72884,17.78369,15.01703,0.01737079,0.01329312,0.007953074,0.07067049,0.01768243,16.354564110000002,15.26440201,15.66446437,17.664264,14.981447320000001
